,detection_id,arrival_time,pre_orderboard,orderboard,pickup,total_time
2090,1109157,2022-03-26T20:16:52,,74.0,170.0,1186
2091,1109168,2022-03-26T20:16:59,66.0,67.0,216.0,1388
2092,1109173,2022-03-26T20:19:30,,293.0,84.0,1316
2093,1109181,2022-03-26T20:20:09,257.0,223.0,136.0,1396
2094,1109184,2022-03-26T20:24:37,211.0,269.0,43.0,1166
2095,1109191,2022-03-26T20:30:41,189.0,27.0,83.0,881
2096,1109198,2022-03-26T20:33:48,34.0,148.0,158.0,847
2097,1109208,2022-03-26T20:37:04,,199.0,130.0,773
2098,1109213,2022-03-26T20:37:11,76.0,178.0,68.0,814
2099,1109229,2022-03-26T20:41:32,,118.0,253.0,801
2100,1109237,2022-03-26T20:41:37,105.0,142.0,107.0,897
2101,1109251,2022-03-26T20:44:19,94.0,47.0,285.0,1016
2102,1109255,2022-03-26T20:46:01,44.0,132.0,60.0,968
2103,1109264,2022-03-26T20:48:01,54.0,76.0,242.0,1087
2104,1109276,2022-03-26T20:49:13,67.0,138.0,198.0,1209
2105,1109281,2022-03-26T20:50:32,136.0,236.0,64.0,1182
2106,1109286,2022-03-26T20:56:52,,91.0,68.0,866
2107,1109293,2022-03-26T20:56:57,117.0,203.0,114.0,967
2108,1109303,2022-03-26T20:59:04,198.0,93.0,289.0,1124
2109,1109306,2022-03-26T21:02:32,82.0,138.0,73.0,985
2110,1109309,2022-03-26T21:04:19,118.0,183.0,79.0,954
2111,1109376,2022-03-26T21:09:30,,164.0,1239.0,1877
2112,1109380,2022-03-26T21:11:55,17.0,157.0,52.0,1778
2113,1109382,2022-03-26T21:12:32,149.0,34.0,56.0,1796
2114,1109386,2022-03-26T21:15:12,41.0,131.0,55.0,1679
2115,1109389,2022-03-26T21:16:09,114.0,65.0,65.0,1683
2116,1109393,2022-03-26T21:19:04,12.0,118.0,45.0,1550
2117,1109405,2022-03-26T21:19:27,116.0,1181.0,179.0,1704
2118,1109408,2022-03-26T21:37:37,239.0,51.0,36.0,643
2119,1109427,2022-03-26T21:42:38,,43.0,256.0,593
2120,1109429,2022-03-26T21:44:01,,65.0,101.0,611
2121,1109432,2022-03-26T21:45:31,18.0,30.0,55.0,570
2122,1109434,2022-03-26T21:49:29,,39.0,44.0,372
2123,1109436,2022-03-26T21:49:37,36.0,68.0,40.0,401
2124,1109443,2022-03-26T21:55:46,,,192.0,218
2125,1111562,2022-03-27T08:11:20,,34.0,378.0,438
2126,1111612,2022-03-27T08:26:28,,24.0,219.0,266
2127,1111618,2022-03-27T08:26:53,3.0,17.0,60.0,299
2128,1111619,2022-03-27T08:30:04,,11.0,22.0,123
2129,1111640,2022-03-27T08:31:33,,32.0,227.0,285
2130,1111621,2022-03-27T08:31:50,,,6.0,30
2131,1111699,2022-03-27T08:41:58,32.0,25.0,212.0,293
2132,1111707,2022-03-27T08:43:49,12.0,34.0,93.0,272
2133,1111742,2022-03-27T08:52:40,,26.0,68.0,138
2134,1111785,2022-03-27T08:54:15,,24.0,342.0,392
2135,1111809,2022-03-27T08:58:24,23.0,24.0,197.0,338
2136,1111868,2022-03-27T09:04:54,,62.0,245.0,333
2137,1111953,2022-03-27T09:24:42,,44.0,279.0,354
2138,1111958,2022-03-27T09:28:04,,49.0,132.0,282
2139,1111973,2022-03-27T09:31:00,,32.0,190.0,294
2140,1111982,2022-03-27T09:33:02,,11.0,53.0,222
2141,1112008,2022-03-27T09:37:07,,18.0,486.0,534
2142,1112018,2022-03-27T09:44:27,,35.0,176.0,268
2143,1112021,2022-03-27T09:44:47,20.0,26.0,52.0,305
2144,1112032,2022-03-27T09:46:29,,32.0,182.0,380
2145,1112044,2022-03-27T09:50:50,4.0,50.0,164.0,281
2146,1112082,2022-03-27T09:56:56,106.0,71.0,311.0,518
2147,1112086,2022-03-27T09:59:23,34.0,40.0,72.0,439
2148,1112106,2022-03-27T10:02:01,,51.0,308.0,556
2149,1112107,2022-03-27T10:03:24,,76.0,32.0,501
2150,1112128,2022-03-27T10:06:10,23.0,27.0,365.0,691
2151,1112130,2022-03-27T10:07:33,,14.0,30.0,635
2152,1112139,2022-03-27T10:08:54,13.0,49.0,129.0,677
2153,1112149,2022-03-27T10:15:46,25.0,67.0,172.0,432
2154,1112154,2022-03-27T10:17:08,17.0,67.0,49.0,397
2155,1112174,2022-03-27T10:19:50,3.0,67.0,242.0,462
2156,1112183,2022-03-27T10:22:07,30.0,22.0,81.0,404
2157,1112187,2022-03-27T10:23:07,1.0,28.0,31.0,371
2158,1112202,2022-03-27T10:25:11,,143.0,172.0,414
2159,1112213,2022-03-27T10:26:41,59.0,16.0,57.0,373
2160,1112242,2022-03-27T10:31:32,,60.0,352.0,440
2161,1112243,2022-03-27T10:31:54,39.0,16.0,34.0,448
2162,1112252,2022-03-27T10:32:40,50.0,74.0,93.0,490
2163,1112264,2022-03-27T10:34:59,,59.0,121.0,472
2164,1112270,2022-03-27T10:35:03,56.0,34.0,64.0,530
2165,1112272,2022-03-27T10:39:20,,28.0,34.0,302
2166,1112274,2022-03-27T10:39:28,24.0,106.0,27.0,314
2167,1112282,2022-03-27T10:40:30,72.0,38.0,125.0,375
2168,1112290,2022-03-27T10:41:49,34.0,27.0,35.0,325
2169,1112304,2022-03-27T10:44:38,,57.0,122.0,278
2170,1112305,2022-03-27T10:47:19,1.0,25.0,46.0,160
2171,1112306,2022-03-27T10:48:13,20.0,25.0,8.0,113
2172,1112320,2022-03-27T10:48:43,20.0,27.0,132.0,219
2173,1112328,2022-03-27T10:49:35,,26.0,62.0,223
2174,1112333,2022-03-27T10:49:43,24.0,22.0,33.0,248
2175,1112349,2022-03-27T10:51:24,,31.0,187.0,331
2176,1112352,2022-03-27T10:54:53,,35.0,47.0,166
2177,1112362,2022-03-27T10:57:10,,30.0,105.0,161
2178,1112390,2022-03-27T11:01:44,20.0,20.0,128.0,194
2179,1112394,2022-03-27T11:03:05,,16.0,30.0,137
2180,1112415,2022-03-27T11:08:41,,54.0,69.0,149
2181,1112422,2022-03-27T11:10:22,,33.0,66.0,129
2182,1112435,2022-03-27T11:11:27,,33.0,109.0,169
2183,1112449,2022-03-27T11:13:20,,43.0,121.0,215
2184,1112466,2022-03-27T11:14:44,27.0,52.0,145.0,278
2185,1112474,2022-03-27T11:16:15,,19.0,47.0,229
2186,1112480,2022-03-27T11:18:05,,37.0,55.0,156
2187,1112522,2022-03-27T11:24:17,,,288.0,295
2188,1112524,2022-03-27T11:24:19,1.0,75.0,38.0,329
2189,1112547,2022-03-27T11:27:48,54.0,69.0,122.0,281
2190,1112555,2022-03-27T11:28:50,64.0,20.0,120.0,332
2191,1112529,2022-03-27T11:29:06,,,48.0,85
2192,1112560,2022-03-27T11:30:07,12.0,106.0,88.0,340
2193,1112563,2022-03-27T11:30:36,98.0,28.0,58.0,357
2194,1112567,2022-03-27T11:32:24,25.0,24.0,44.0,292
2195,1112570,2022-03-27T11:32:59,18.0,39.0,48.0,302
2196,1112606,2022-03-27T11:38:12,22.0,88.0,304.0,447
2197,1112626,2022-03-27T11:42:14,27.0,45.0,198.0,403
2198,1112628,2022-03-27T11:43:28,17.0,27.0,47.0,370
2199,1112647,2022-03-27T11:46:49,46.0,77.0,141.0,307
2200,1112678,2022-03-27T11:54:00,,81.0,101.0,205
2201,1112683,2022-03-27T11:54:16,67.0,43.0,50.0,238
2202,1112689,2022-03-27T11:56:08,11.0,40.0,35.0,159
2203,1112741,2022-03-27T11:59:14,,78.0,267.0,369
2204,1112743,2022-03-27T12:00:05,30.0,26.0,28.0,341
2205,1112755,2022-03-27T12:03:53,27.0,60.0,165.0,275
2206,1112764,2022-03-27T12:05:05,17.0,38.0,98.0,296
2207,1112770,2022-03-27T12:09:17,,46.0,66.0,145
2208,1112810,2022-03-27T12:10:00,7.0,30.0,74.0,171
2209,1112829,2022-03-27T12:11:20,,72.0,364.0,462
2210,1112833,2022-03-27T12:12:30,5.0,70.0,76.0,468
2211,1112837,2022-03-27T12:14:24,,48.0,26.0,378
2212,1112841,2022-03-27T12:16:16,,52.0,100.0,366
2213,1112870,2022-03-27T12:19:28,,42.0,312.0,484
2214,1112874,2022-03-27T12:21:02,,26.0,66.0,451
2215,1112878,2022-03-27T12:21:07,26.0,60.0,60.0,504
2216,1112880,2022-03-27T12:22:22,17.0,45.0,48.0,470
2217,1112883,2022-03-27T12:24:13,42.0,52.0,60.0,416
2218,1112892,2022-03-27T12:27:11,,30.0,140.0,374
2219,1112897,2022-03-27T12:28:54,29.0,35.0,41.0,308
2220,1112921,2022-03-27T12:29:31,29.0,40.0,204.0,472
2221,1112923,2022-03-27T12:30:46,21.0,38.0,55.0,407
2222,1112928,2022-03-27T12:31:40,15.0,86.0,78.0,430
2223,1112936,2022-03-27T12:32:39,46.0,73.0,81.0,450
2224,1112948,2022-03-27T12:35:48,,39.0,214.0,472
2225,1112953,2022-03-27T12:35:53,36.0,35.0,62.0,525
2226,1112954,2022-03-27T12:36:37,32.0,25.0,52.0,524
2227,1112957,2022-03-27T12:37:23,17.0,48.0,54.0,531
2228,1112961,2022-03-27T12:38:05,30.0,83.0,48.0,531
2229,1112966,2022-03-27T12:39:36,24.0,36.0,26.0,464
2230,1112967,2022-03-27T12:42:49,,40.0,30.0,298
2231,1112971,2022-03-27T12:42:55,36.0,82.0,138.0,422
2232,1112985,2022-03-27T12:43:40,77.0,37.0,122.0,494
2233,1112999,2022-03-27T12:46:16,16.0,125.0,131.0,465
2234,1113033,2022-03-27T12:46:43,117.0,108.0,279.0,712
2235,1113040,2022-03-27T12:48:54,99.0,41.0,83.0,659
2236,1113047,2022-03-27T12:50:41,38.0,53.0,92.0,638
2237,1113055,2022-03-27T12:52:19,,39.0,139.0,668
2238,1113059,2022-03-27T12:52:21,42.0,25.0,40.0,700
2239,1113062,2022-03-27T12:53:20,14.0,266.0,40.0,676
2240,1113071,2022-03-27T12:53:44,255.0,46.0,118.0,769
2241,1113076,2022-03-27T12:58:08,43.0,62.0,53.0,557
2242,1113078,2022-03-27T12:59:00,61.0,119.0,52.0,553
2243,1113082,2022-03-27T13:00:10,112.0,59.0,54.0,533
2244,1113091,2022-03-27T13:02:10,80.0,83.0,132.0,524
2245,1113101,2022-03-27T13:07:27,,76.0,124.0,330
2246,1113103,2022-03-27T13:07:33,74.0,35.0,26.0,347
2247,1113125,2022-03-27T13:12:35,,127.0,234.0,382
2248,1113130,2022-03-27T13:14:14,37.0,65.0,66.0,347
2249,1113138,2022-03-27T13:16:24,,28.0,49.0,264
2250,1113179,2022-03-27T13:20:42,,73.0,310.0,413
2251,1113193,2022-03-27T13:21:40,78.0,85.0,170.0,518
2252,1113196,2022-03-27T13:23:07,82.0,58.0,52.0,478
2253,1113204,2022-03-27T13:24:38,51.0,33.0,96.0,474
2254,1113207,2022-03-27T13:25:38,30.0,53.0,62.0,468
2255,1113209,2022-03-27T13:26:16,50.0,61.0,35.0,447
2256,1113212,2022-03-27T13:27:15,54.0,22.0,26.0,413
2257,1113228,2022-03-27T13:28:18,17.0,102.0,135.0,479
2258,1113231,2022-03-27T13:28:47,95.0,55.0,51.0,500
2259,1113233,2022-03-27T13:30:32,53.0,65.0,30.0,417
2260,1113237,2022-03-27T13:31:38,59.0,44.0,50.0,399
2261,1113254,2022-03-27T13:32:45,40.0,58.0,287.0,613
2262,1113258,2022-03-27T13:33:40,47.0,35.0,69.0,625
2263,1113274,2022-03-27T13:34:38,29.0,89.0,155.0,720
2264,1113279,2022-03-27T13:35:20,78.0,28.0,35.0,711
2265,1113284,2022-03-27T13:36:47,23.0,32.0,68.0,686
2266,1113295,2022-03-27T13:37:19,31.0,72.0,133.0,767
2267,1113299,2022-03-27T13:39:30,41.0,52.0,43.0,679
2268,1113315,2022-03-27T13:40:20,153.0,72.0,123.0,748
2269,1113316,2022-03-27T13:43:02,66.0,36.0,29.0,609
2270,1113322,2022-03-27T13:44:24,29.0,137.0,37.0,556
2271,1113325,2022-03-27T13:44:59,139.0,36.0,48.0,601
2272,1113323,2022-03-27T13:47:26,30.0,125.0,45.0,412
2273,1113332,2022-03-27T13:48:37,88.0,70.0,118.0,503
2274,1113345,2022-03-27T13:50:13,65.0,119.0,112.0,502
2275,1113349,2022-03-27T13:51:29,112.0,37.0,46.0,464
2276,1113358,2022-03-27T13:53:28,33.0,64.0,96.0,432
2277,1113364,2022-03-27T13:55:15,,53.0,65.0,389
2278,1113386,2022-03-27T13:58:23,,178.0,306.0,521
2279,1113390,2022-03-27T14:00:32,50.0,29.0,46.0,435
2280,1113417,2022-03-27T14:03:48,48.0,89.0,277.0,506
2281,1113422,2022-03-27T14:08:27,,120.0,124.0,350
2282,1113425,2022-03-27T14:11:35,11.0,67.0,42.0,195
2283,1113432,2022-03-27T14:14:11,,,47.0,83
2284,1113473,2022-03-27T14:17:27,7.0,48.0,188.0,278
2285,1113510,2022-03-27T14:19:46,,75.0,397.0,536
2286,1113520,2022-03-27T14:21:25,,104.0,87.0,522
2287,1113524,2022-03-27T14:23:30,,76.0,46.0,437
2288,1113526,2022-03-27T14:24:06,45.0,68.0,64.0,459
2289,1113531,2022-03-27T14:25:34,28.0,37.0,54.0,423
2290,1113535,2022-03-27T14:26:33,15.0,58.0,55.0,415
2291,1113542,2022-03-27T14:27:52,,50.0,108.0,436
2292,1113573,2022-03-27T14:34:11,,18.0,274.0,456
2293,1113582,2022-03-27T14:38:54,,103.0,49.0,219
2294,1113585,2022-03-27T14:39:50,49.0,51.0,91.0,249
2295,1113591,2022-03-27T14:40:46,45.0,34.0,51.0,237
2296,1113601,2022-03-27T14:43:54,,,163.0,206
2297,1113627,2022-03-27T14:47:03,9.0,82.0,197.0,322
2298,1113703,2022-03-27T14:47:43,59.0,58.0,56.0,337
2299,1113730,2022-03-27T14:49:46,,89.0,355.0,569
2300,1113735,2022-03-27T14:49:54,84.0,52.0,62.0,618
2301,1113738,2022-03-27T14:51:26,48.0,27.0,51.0,575
2302,1113747,2022-03-27T14:52:56,,43.0,79.0,574
2303,1113751,2022-03-27T14:57:37,,54.0,67.0,356
2304,1113754,2022-03-27T15:00:23,,30.0,93.0,272
2305,1113762,2022-03-27T15:00:32,24.0,33.0,117.0,373
2306,1113770,2022-03-27T15:06:19,,,58.0,80
2307,1113809,2022-03-27T15:08:49,,77.0,343.0,444
2308,1113844,2022-03-27T15:16:39,,58.0,145.0,229
2309,1113849,2022-03-27T15:17:20,35.0,43.0,60.0,245
2310,1113853,2022-03-27T15:19:50,,27.0,39.0,129
2311,1113899,2022-03-27T15:20:02,21.0,42.0,452.0,569
2312,1113903,2022-03-27T15:20:35,41.0,25.0,39.0,574
2313,1113908,2022-03-27T15:21:42,1.0,50.0,78.0,585
2314,1113916,2022-03-27T15:21:51,47.0,41.0,105.0,676
2315,1113922,2022-03-27T15:26:56,,232.0,92.0,455
2316,1113942,2022-03-27T15:27:50,180.0,58.0,230.0,625
2317,1113968,2022-03-27T15:30:59,52.0,68.0,339.0,771
2318,1113972,2022-03-27T15:33:13,,52.0,77.0,708
2319,1113987,2022-03-27T15:33:14,56.0,72.0,92.0,797
2320,1114002,2022-03-27T15:34:18,77.0,108.0,209.0,937
2321,1114006,2022-03-27T15:36:20,67.0,156.0,41.0,856
2322,1114016,2022-03-27T15:37:38,149.0,87.0,79.0,853
2323,1114021,2022-03-27T15:44:29,,54.0,37.0,479
2324,1114030,2022-03-27T15:45:40,,29.0,76.0,483
2325,1114067,2022-03-27T15:56:12,49.0,65.0,220.0,360
2326,1114093,2022-03-27T15:59:25,20.0,61.0,346.0,510
2327,1114111,2022-03-27T16:00:24,26.0,90.0,320.0,766
2328,1114114,2022-03-27T16:02:26,,115.0,48.0,688
2329,1114118,2022-03-27T16:04:41,,194.0,42.0,589
2330,1114121,2022-03-27T16:04:51,187.0,24.0,50.0,624
2331,1114133,2022-03-27T16:08:06,18.0,39.0,185.0,611
2332,1114149,2022-03-27T16:08:31,43.0,87.0,164.0,743
2333,1114183,2022-03-27T16:09:25,81.0,158.0,345.0,1032
2334,1114185,2022-03-27T16:10:55,152.0,67.0,58.0,996
2335,1114192,2022-03-27T16:13:34,61.0,46.0,57.0,885
2336,1114203,2022-03-27T16:16:07,129.0,54.0,77.0,807
2337,1114209,2022-03-27T16:22:06,,32.0,48.0,539
2338,1114224,2022-03-27T16:22:25,30.0,50.0,177.0,695
2339,1114233,2022-03-27T16:23:05,44.0,173.0,80.0,731
2340,1114250,2022-03-27T16:25:19,88.0,50.0,165.0,757
2341,1114254,2022-03-27T16:26:55,46.0,116.0,46.0,701
2342,1114259,2022-03-27T16:30:31,,92.0,76.0,560
2343,1114276,2022-03-27T16:32:57,25.0,98.0,133.0,546
2344,1114282,2022-03-27T16:35:17,,72.0,62.0,464
2345,1114302,2022-03-27T16:35:42,51.0,126.0,199.0,635
2346,1114309,2022-03-27T16:36:40,123.0,50.0,69.0,645
2347,1114310,2022-03-27T16:38:49,45.0,55.0,18.0,531
2348,1114318,2022-03-27T16:46:22,6.0,43.0,88.0,163
2349,1114328,2022-03-27T16:46:46,30.0,41.0,168.0,305
2350,1114331,2022-03-27T16:49:22,,52.0,124.0,272
2351,1114335,2022-03-27T16:51:41,2.0,78.0,44.0,176
2352,1114352,2022-03-27T16:52:25,38.0,115.0,180.0,433
2353,1114369,2022-03-27T16:54:01,62.0,117.0,210.0,550
2354,1114342,2022-03-27T16:54:36,,,121.0,128
2355,1114377,2022-03-27T16:55:12,108.0,37.0,121.0,597
2356,1114382,2022-03-27T16:58:11,,46.0,59.0,471
2357,1114389,2022-03-27T16:59:53,29.0,42.0,149.0,515
2358,1114402,2022-03-27T17:02:51,,50.0,159.0,491
2359,1114408,2022-03-27T17:05:03,,35.0,71.0,426
2360,1114414,2022-03-27T17:05:28,17.0,79.0,134.0,578
2361,1114421,2022-03-27T17:06:12,60.0,95.0,116.0,647
2362,1114433,2022-03-27T17:07:23,86.0,76.0,117.0,691
2363,1114443,2022-03-27T17:08:57,79.0,112.0,126.0,722
2364,1114452,2022-03-27T17:10:24,112.0,88.0,146.0,775
2365,1114460,2022-03-27T17:12:26,85.0,34.0,67.0,717
2366,1114464,2022-03-27T17:13:58,30.0,59.0,33.0,650
2367,1114471,2022-03-27T17:16:57,,95.0,41.0,511
2368,1114480,2022-03-27T17:17:55,41.0,35.0,182.0,631
2369,1114489,2022-03-27T17:20:04,,96.0,121.0,619
2370,1114498,2022-03-27T17:21:36,13.0,86.0,67.0,593
2371,1114519,2022-03-27T17:23:20,4.0,41.0,237.0,730
2372,1114540,2022-03-27T17:26:58,,9.0,278.0,786
2373,1114546,2022-03-27T17:27:52,51.0,79.0,128.0,856
2374,1114555,2022-03-27T17:28:51,73.0,41.0,78.0,873
2375,1114583,2022-03-27T17:30:13,33.0,61.0,268.0,1058
2376,1114593,2022-03-27T17:30:54,58.0,97.0,70.0,1084
2377,1114600,2022-03-27T17:32:00,95.0,80.0,96.0,1112
2378,1114627,2022-03-27T17:33:48,70.0,63.0,308.0,1289
2379,1114633,2022-03-27T17:35:07,64.0,241.0,58.0,1267
2380,1114663,2022-03-27T17:40:17,,74.0,310.0,1250
2381,1114668,2022-03-27T17:41:35,,142.0,46.0,1216
2382,1114674,2022-03-27T17:41:44,137.0,33.0,65.0,1272
2383,1114688,2022-03-27T17:44:13,25.0,266.0,229.0,1347
2384,1114693,2022-03-27T17:48:00,69.0,97.0,84.0,1183
2385,1114696,2022-03-27T17:49:18,92.0,80.0,62.0,1145
2386,1114700,2022-03-27T17:50:56,76.0,189.0,49.0,1093
2387,1114717,2022-03-27T17:52:21,180.0,72.0,196.0,1201
2388,1114727,2022-03-27T17:55:27,69.0,311.0,128.0,1143
2389,1114734,2022-03-27T17:58:13,217.0,57.0,61.0,1038
2390,1114763,2022-03-27T18:01:57,54.0,222.0,417.0,1225
2391,1114777,2022-03-27T18:02:58,64.0,261.0,204.0,1370
2392,1114785,2022-03-27T18:08:36,144.0,123.0,105.0,1126
2393,1114788,2022-03-27T18:11:07,119.0,90.0,41.0,1008
2394,1114796,2022-03-27T18:13:16,84.0,64.0,63.0,946
2395,1114803,2022-03-27T18:14:48,62.0,99.0,80.0,926
2396,1114808,2022-03-27T18:16:00,92.0,297.0,45.0,892
2397,1114814,2022-03-27T18:22:43,214.0,93.0,58.0,550
2398,1114818,2022-03-27T18:24:48,176.0,31.0,52.0,475
2399,1114854,2022-03-27T18:34:00,,134.0,55.0,430
2400,1114832,2022-03-27T18:34:00,,,64.0,71
2401,1114847,2022-03-27T18:34:00,,,315.0,380
2402,1114859,2022-03-27T18:34:03,131.0,74.0,43.0,467
2403,1114879,2022-03-27T18:36:21,68.0,72.0,303.0,654
2404,1114863,2022-03-27T18:37:40,64.0,122.0,29.0,272
2405,1114890,2022-03-27T18:38:51,116.0,98.0,105.0,602
2406,1114893,2022-03-27T18:40:58,98.0,170.0,42.0,516
2407,1114901,2022-03-27T18:42:45,166.0,38.0,101.0,509
2408,1114925,2022-03-27T18:45:40,42.0,63.0,67.0,605
2409,1114919,2022-03-27T18:46:30,64.0,129.0,211.0,488
2410,1114940,2022-03-27T18:47:46,121.0,55.0,102.0,579
2411,1114949,2022-03-27T18:49:57,45.0,70.0,66.0,509
2412,1114953,2022-03-27T18:50:50,73.0,161.0,81.0,533
2413,1114981,2022-03-27T18:52:12,155.0,155.0,395.0,846
2414,1114986,2022-03-27T18:54:54,152.0,303.0,43.0,723
2415,1114991,2022-03-27T18:58:42,232.0,64.0,79.0,571
2416,1115003,2022-03-27T19:02:43,57.0,155.0,172.0,498
2417,1115039,2022-03-27T19:04:12,131.0,103.0,324.0,728
2418,1115056,2022-03-27T19:06:30,103.0,94.0,95.0,681
2419,1115064,2022-03-27T19:08:22,86.0,113.0,69.0,631
2420,1115068,2022-03-27T19:09:56,107.0,122.0,48.0,580
2421,1115079,2022-03-27T19:11:50,266.0,76.0,91.0,552
2422,1115096,2022-03-27T19:13:52,225.0,67.0,145.0,561
2423,1115110,2022-03-27T19:17:48,61.0,36.0,83.0,399
2424,1115115,2022-03-27T19:18:59,29.0,63.0,150.0,471
2425,1115119,2022-03-27T19:19:35,58.0,71.0,101.0,527
2426,1115129,2022-03-27T19:20:41,68.0,131.0,98.0,567
2427,1115141,2022-03-27T19:23:07,60.0,156.0,129.0,546
2428,1115173,2022-03-27T19:23:45,181.0,99.0,69.0,570
2429,1115223,2022-03-27T19:26:54,94.0,99.0,115.0,492
2430,1115231,2022-03-27T19:30:13,,42.0,50.0,325
2431,1115233,2022-03-27T19:30:17,62.0,117.0,43.0,361
2432,1115235,2022-03-27T19:31:15,125.0,41.0,46.0,346
2433,1115251,2022-03-27T19:33:34,27.0,49.0,248.0,452
2434,1115252,2022-03-27T19:34:16,45.0,81.0,42.0,446
2435,1115256,2022-03-27T19:35:12,72.0,80.0,44.0,434
2436,1115260,2022-03-27T19:36:39,68.0,38.0,34.0,376
2437,1115264,2022-03-27T19:37:55,33.0,163.0,52.0,345
2438,1115274,2022-03-27T19:38:42,150.0,61.0,166.0,458
2439,1115285,2022-03-27T19:42:11,3.0,41.0,95.0,339
2440,1115289,2022-03-27T19:42:30,32.0,68.0,63.0,377
2441,1115300,2022-03-27T19:43:16,60.0,45.0,171.0,498
2442,1115321,2022-03-27T19:44:25,46.0,72.0,174.0,581
2443,1115330,2022-03-27T19:46:14,9.0,141.0,100.0,567
2444,1115334,2022-03-27T19:48:39,7.0,60.0,107.0,527
2445,1115345,2022-03-27T19:50:08,72.0,65.0,94.0,530
2446,1115356,2022-03-27T19:52:14,86.0,107.0,131.0,529
2447,1115360,2022-03-27T19:55:22,50.0,76.0,42.0,379
2448,1115365,2022-03-27T19:56:46,49.0,114.0,74.0,367
2449,1115383,2022-03-27T19:58:49,46.0,94.0,205.0,444
2450,1115399,2022-03-27T19:59:45,88.0,59.0,145.0,533
2451,1115427,2022-03-27T20:01:24,51.0,102.0,46.0,767
2452,1115435,2022-03-27T20:04:14,129.0,136.0,143.0,735
2453,1115441,2022-03-27T20:06:30,133.0,294.0,123.0,719
2454,1115423,2022-03-27T20:08:32,,,288.0,294
2455,1115453,2022-03-27T20:08:52,290.0,59.0,109.0,684
2456,1115470,2022-03-27T20:13:51,54.0,106.0,156.0,531
2457,1115478,2022-03-27T20:14:54,25.0,160.0,45.0,510
2458,1115486,2022-03-27T20:16:47,78.0,37.0,65.0,462
2459,1115490,2022-03-27T20:18:16,31.0,110.0,40.0,408
2460,1115495,2022-03-27T20:18:58,101.0,128.0,40.0,401
2461,1115497,2022-03-27T20:22:56,,55.0,34.0,194
2462,1115522,2022-03-27T20:23:03,51.0,126.0,84.0,597
2463,1115529,2022-03-27T20:25:56,0.0,31.0,100.0,521
2464,1115542,2022-03-27T20:26:12,23.0,75.0,94.0,593
2465,1115544,2022-03-27T20:28:05,,75.0,56.0,532
2466,1115572,2022-03-27T20:28:46,40.0,154.0,236.0,724
2467,1115606,2022-03-27T20:29:33,150.0,132.0,283.0,958
2468,1115612,2022-03-27T20:32:12,112.0,65.0,60.0,855
2469,1115619,2022-03-27T20:35:15,,116.0,61.0,727
2470,1115624,2022-03-27T20:35:22,112.0,79.0,60.0,778
2471,1115646,2022-03-27T20:37:24,75.0,140.0,268.0,923
2472,1115660,2022-03-27T20:38:49,134.0,278.0,120.0,956
2473,1115669,2022-03-27T20:45:47,3.0,47.0,72.0,600
2474,1115677,2022-03-27T20:46:44,,175.0,79.0,620
2475,1115693,2022-03-27T20:49:08,31.0,121.0,185.0,659
2476,1115707,2022-03-27T20:51:49,,74.0,259.0,754
2477,1115712,2022-03-27T20:51:59,65.0,106.0,44.0,782
2478,1115715,2022-03-27T20:53:16,98.0,74.0,48.0,750
2479,1115722,2022-03-27T20:55:05,63.0,79.0,64.0,703
2480,1115725,2022-03-27T20:56:21,70.0,154.0,52.0,675
2481,1115729,2022-03-27T20:57:49,143.0,252.0,53.0,636
2482,1115732,2022-03-27T21:07:35,,,46.0,91
2483,1115734,2022-03-27T21:08:56,,,46.0,52
2484,1117198,2022-03-28T07:03:05,,19.0,179.0,228
2485,1117304,2022-03-28T07:28:18,,14.0,161.0,200
2486,1117312,2022-03-28T07:28:37,10.0,65.0,162.0,338
2487,1117459,2022-03-28T08:07:51,,90.0,252.0,369
2488,1117569,2022-03-28T08:38:55,,,268.0,274
2489,1117581,2022-03-28T08:39:04,,28.0,154.0,414
2490,1117593,2022-03-28T08:39:12,25.0,35.0,79.0,484
2491,1117595,2022-03-28T08:40:51,33.0,21.0,38.0,419
2492,1117609,2022-03-28T08:42:08,2.0,30.0,74.0,413
2493,1117626,2022-03-28T08:50:26,,,138.0,145
2494,1117689,2022-03-28T09:06:07,,,40.0,46
2495,1117704,2022-03-28T09:06:42,,,151.0,160
2496,1117729,2022-03-28T09:08:56,,29.0,246.0,334
2497,1117709,2022-03-28T09:09:13,,,64.0,71
2498,1117745,2022-03-28T09:11:25,63.0,58.0,157.0,346
2499,1117764,2022-03-28T09:14:26,5.0,32.0,138.0,282
2500,1117779,2022-03-28T09:19:20,,15.0,88.0,126
2501,1117817,2022-03-28T09:25:11,7.0,44.0,225.0,324
2502,1117870,2022-03-28T09:36:40,35.0,38.0,224.0,339
2503,1117873,2022-03-28T09:37:57,,27.0,70.0,322
2504,1117894,2022-03-28T09:38:28,,25.0,202.0,486
2505,1117897,2022-03-28T09:39:27,,34.0,43.0,465
2506,1117909,2022-03-28T09:43:23,,4.0,96.0,342
2507,1117971,2022-03-28T09:52:26,53.0,30.0,350.0,460
2508,1117980,2022-03-28T09:54:19,,14.0,58.0,407
2509,1117997,2022-03-28T09:59:54,,75.0,187.0,289
2510,1118009,2022-03-28T10:00:01,69.0,25.0,95.0,368
2511,1118028,2022-03-28T10:04:17,,45.0,85.0,259
